titulo,resumen,n_inscritos,tipo_curso,institución,instructores,nivel,tema,idioma,subtítulos,esfuerzo_curso,duración_curso,precio,descripción_curso,temario_curso,url_curso
Introducción a la programación en Java: empezando a programar,¡Aprende a programar en Java de forma fácil e interactiva y entra en el fascinante mundo de la computación!,23321,Self-paced on your time,Universidad Carlos III de Madrid,Carlos Delgado Kloos-Carmen Fernández Panadero-Iria Estévez-Ayres-Jorge Blasco,Introductory,Computer Science,Español,Español,7–10 hours per week,5 Weeks,49,"Este es un curso introductorio para aprender programación con Java. Java es uno de los lenguajes de programación más usados actualmente.A lo largo de las cinco semanas se introducen progresivamente conceptos necesarios que irán familiarizándote con la programación en Java como la abstracción funcional, el paradigma de programación orientada a objetos (OOP) y las interfaces de programación de aplicaciones (APIs). Se proporcionan ejemplos y casos de estudio para que los alumnos puedan comenzar a programar por su cuenta o en colaboración con sus compañeros.Este curso de Java está compuesto de tres partes:Se pone énfasis en la realimentación inmediata y en tener una experiencia divertida. El conocimiento de programación en Java no sólo es útil para poder programar los dispositivos actuales, como ordenadores y teléfonos inteligentes. También abre la puerta al pensamiento computacional, es decir, la aplicación de técnicas informáticas a los procesos cotidianos.","Tema 1: De la calculadora al ordenador
Tema 2: Transformación de estado
Tema 3: Abstracción funcional
Tema 4: Encapsulación de objetos
Tema 5: Empaquetado",https://www.edx.org/course/introduccion-a-la-programacion-en-java-empezando-a
"Circuits and Electronics 2: Amplification, Speed, and Delay","Learn how to speed up digital circuits and build amplifiers in the design of microchips used in smartphones, self-driving cars, computers, and the Internet.",9665,Self-paced on your time,Massachusetts Institute of Technology,Anant Agarwal-Gerald Sussman-Piotr Mitros-Chris Terman,Intermediate,Electronics,English,"English, 中文",7–9 hours per week,5 Weeks,169,"Want to learn how to construct an amplifier for mobile phones? Wondering how energy storage elements like capacitors and inductors work, or how to make microchips run faster? This free circuits course taught by edX CEO and MIT Professor Anant Agarwal and colleagues is for you. This is the second of three online Circuits and Electronics courses and is taken by all MIT Electrical Engineering and Computer Science (EECS) majors. Topics covered include: MOSFET large signal and small signal analysis; amplifiers; energy storage elements like capacitors and inductors; and dynamics of first-order networks and circuit speed. Design and lab exercises are also significant components of the course. Weekly coursework includes interactive video sequences, readings from the textbook, homework, online laboratories, and optional tutorials. The course will also have a final exam. This is a self-paced course, so there are no weekly deadlines. However, all assignments are due when the course ends.","Week 1: Amplifiers, MOSFET large signal analysis, MOSFET small signal analysis Week 2: Capacitors, first-order RC circuits Week 3: Inductors, first-order step response, first-order circuit analysis, impulses, digital circuit speed Week 4: Impulse, step, ramp superposition, digital memory, state, ZIR, ZSR",https://www.edx.org/course/circuits-and-electronics-2-amplification-speed-a-2
Designing and Creating Trousers,"Learn the construction and style adaptations of trousers for men and women, from a design and creation perspective, completing the course with your own designed, and made to measure finished trouser sample.",7544,Self-paced on your time,The Hong Kong Polytechnic University,Tanya Dove-Jalice Cheng-Kristina Shin-Marco Rebora,Introductory,Design,English,English,3–5 hours per week,5 Weeks,99,"Designing and creating trousers will teach learners how to design and make trousers for men and women, by recording key body measurements, developing the ability to create unique designs, and made to measure patterns to create unique garments. Learners will understand how to record body measurements used to create trousers for men and women, and develop the knowledge and skills to adapt the basic blocks into unique designs, with activities to create different waistbands, pockets, openings, and different trouser shapes and designs. Learners will develop the skills to create trouser patterns, and adapt patterns into individual designs; creating specification sheets for commercial patterns and manufacturing. With tutorials in pattern making and sewing techniques, learners will develop the skills to hand or machine sew garments to fit their own body shape, developing the skills and knowledge to manufacture clothing, including fit analysis, and adjusting the fit of clothing to specific body shapes and size. Gaining valuable knowledge in the art of made to measure clothing, and how to obtain a perfect fit of a garment. The skills obtained from the technical creation side of the course will give learners the understanding of garment details and components, and provide the foundation to design a whole range of different trouser designs, leg lengths, widths, pocket styles and fabrics used in different casual and tailored looks. This course will prepare learners for a career within the fashion industry, gaining a foundation of knowledge to complete an undergraduate programme, or work within the fashion industry as a designer, pattern cutter, merchandiser or fit technologist. They will understand how to make patterns, sew garments, fit to a person and design skills in creating trousers to specific body shapes. The knowledge and skills obtained in this course will provide a foundation of core abilities, which are used within the fashion industry.","Week 1 - Understand how to record body measurements used to create trousers Week 2 - Create a trouser block made from measurements, along with sewing a fitting sample, and completing a fit analysis Week 3 - Develop trouser adaptations; waist finishes, fly front opening, and pocket styles and designs. Along with educational content on fabrics which work for fashion garments. Week 4&5 - Gain appreciation of the history of designer trousers and develop the skills to design a unique range of trousers using a template. Taking one trouser design, and completing the industry specification sheet for production, creating the pattern and sewing a finished sample.",https://www.edx.org/course/designing-and-creating-trousers
"Human Rights, Human Wrongs: Challenging Poverty, Vulnerability and Social Exclusion","With complex legal protections and varying societal norms, how do we ensure rights for all?",11426,Self-paced on your time,SDG Academy,Joshua Castellino-Sarah Bradshaw,Intermediate,Social Sciences,English,"English, Русский",2–4 hours per week,11 Weeks,49,"From women to children to indigenous peoples, the rights of marginalized groups the world over are violated daily. These injustices affect not just these groups, but also the stability of our world – and our collective future. Join this massive open online course to learn about the establishment of human rights and their linkages to many other global issues in sustainable development. Using legal frameworks as the lens, the course explores the barriers that prevent rights from becoming reality in different societies. This course is for:","Module 1: Why Does the World Need Human Rights? Module 2: International Legal Frameworks, Institutions and Development Module 3: International Human Rights Frameworks Module 4: Underlying Frameworks for Social Inclusion Module 5: Contested Rights and the Co-option of the Rights Discourse Module 6: Gendered Poverty and Inequality Module 7: Gendered Rights and Violence Module 8: Social Exclusion: Minorities and Indigenous Peoples Module 9: Advocating for the Vulnerable Module 10: From Exclusion to Inclusion: Responding to Crisis and Conflict Module 11: New Directions: Rights and the SDGs ",https://www.edx.org/course/human-rights-human-wrongs-challenging-poverty-vuln
Desafíos y oportunidades en la economía digital,Conoce los impactos y las oportunidades que los avances tecnológicos están generando en América Latina y el Caribe.,47792,Self-paced on your time,Inter-American Development Bank,Ana María Rodríguez-Ortiz-Ignacio De León-Miguel Porrúa-María Inés Vasquez Rossi,Introductory,Economics & Finance,Español,Español,2–3 hours per week,10 Weeks,25,"Las nuevas tecnologías - desde los computadores y los smartphones hasta el ""IoT"" o Internet de las cosas, la nube y el blockchain - han pasado a dominar nuestro entorno inmediato y han generado una verdadera cuarta revolución industrial. Desde el hogar hasta el trabajo, ciudadanos, gobiernos y empresas se ven enfrentados a preguntas inquietantes: ¿cómo puede un gobierno aprovechar los avances tecnológicos para lograr una mejor relación con sus ciudadanos? ¿Que oportunidades generan estas nuevas tecnologías para las empresas? ¿Que habilidades necesitan hoy los ciudadanos para sobrevivir en este contexto? Y, tal vez, la pregunta mas crucial: ¿están América Latina y el Caribe preparados para tomar ventaja de esta nueva era digital?Si buscas responder a estas preguntas y otras, ¡este curso es un buen punto de partida para ti!Con el curso ""Desafios y oportunidades en la economía digital"", comprenderás que tecnologías han catalizado la cuarta revolución industrial y por que han llegado a ser tan prominentes. Hablaremos sobre la importancia de aprovechar el Big Data y sobre cual es su utilidad en el monitoreo y evaluacion de políticas públicas y generación de valor. Una vez que tengas esta información de base, examinaremos brevemente el impacto de la tecnología en las empresas y en los gobiernos: veremos ejemplos prácticos reales de paises de América Latina y empresas que han conseguido tornar este nuevo contexto tecnológico a su favor e interesantes lecciones aprendidas a tomar en cuenta.El curso te sorprenderá con videos animados, videos con presentadores y lecturas; con los que lograrás una mejor comprensión de los temas planteados. Tambien por supuesto, incorporaremos actividades evaluadas para que puedas incorporar lo aprendido.El desarrollo de este curso se enmarca en el objetivo global del BID de impulsar y apoyar a los gobiernos de América Latina y el Caribe en la definición e implementación de acciones de política pública digitales dirigida a la participación activa de las personas, empresas e instituciones en el nuevo ecosistema economico y social.La revolucion digital ya ha comenzado. ¿Te unes? Se parte de esta nueva era. ¡Te esperamos!Por último, la modalidad de este curso es ""a tu propio ritmo (self-paced)"". Esto significa que, si escoges pagar por el certificado verificado, tendras la flexibilidad de tomar el curso durante un máximo aproximado de tres meses.Al final de ""Desafios y oportunidades en la economía digital"", seras capaz de:","Modulo 1: Llegando al mundo digital
Modulo 2: Todos conectados
Modulo 3: El boom de los datos
Modulo 4: Industria 4.0
Modulo 5: Nuevos negocios digitales
Modulo 6: E-gob: la revolución llego a los gobiernos
Cierre del curso: ¿que viene a continuación?",https://www.edx.org/course/desafios-y-oportunidades-en-la-economia-digital-2
Pensamiento crítico: toma de decisiones razonadas,Aprende a analizar eventos con rigor intelectual. Identifica como las decisiones razonadas ayudan a enfrentar el cambio.,16853,Self-paced on your time,Tecnológico de Monterrey,Eduardo Pérez Gorostieta,Introductory,Business & Management,Español,Español,5–8 hours per week,4 Weeks,149,"Tomar decisiones en el mundo de hoy, un mundo en creciente complejidad, con amplios cambios e incertidumbre, crea la necesidad de contar con aproximaciones que nos permitan discernir los verdaderos problemas y las causas que los originan. Identificar cuáles son estos problemas, requiere en la mayoría de los casos, retar las suposiciones en las que basamos nuestros juicios, respecto al mundo y sus realidades. Podríamos definir el pensamiento crítico, como “ese modo de pensar- sobre cualquier tema, contenido o problema- en el cual el pensante mejora la calidad de su pensamiento al apoderarse de las estructuras inherentes del acto de pensar y al someterlas a estándares intelectuales”. El pensamiento critico ayuda en la toma de decisiones en una empresa, en la selección de la mejor acción para la organización. En este curso de pensamiento critico el estudiante aprenderá a conocer sus tendencias, aproximaciones y suposiciones en las que se basan sus reflexiones y las condiciones y sus resultados derivados de sus formas de pensar. Este pensamiento reflexivo es el examen activo, cuidadoso y persistente, de toda creencia a la luz de los fundamentos que la sostiene y las conclusiones a las que tiende. Las decisiones razonadas que requiere el mundo, se dan en muy diversos ámbitos, especialmente en las decisiones de negocio, relacionadas con las estrategias, en la solución de problemas en las organizaciones, en la solución de problemas sociales y la responsabilidad social y ética de las corporaciones. En este curso en línea las aproximaciones estarán orientadas a analizar el pensamiento crítico requerido para estos ámbitos",Tema 1. Pensando a la altura de nuestro tiempo1.1. ¿Por qué pensar críticamente? 1.2. Entrando al excitante mundo del criticismo y el pensamiento crítico Tema 2. Evaluando nuestras formas de pensar2.1.Valores intelectuales de un buen pensador 2.2.Evaluando nuestras habilidades de pensamiento. Evitando los sesgos y vicios del pensamiento Tema 3. Elementos y estándares del pensamiento crítico3.1. Elementos que componen las diversas etapas del pensamiento crítico 3.2. Estándares que guían el pensamiento Tema 4. Articulando nuestras decisiones4.1.La lógica de nuestras decisiones y las conductas derivadas de ellas. 4.2.Como mejorar nuestros hábitos de pensar y convertirnos en un pensador reflexivo. (abierto e imparcial),https://www.edx.org/course/pensamiento-critico-toma-de-decisiones-razonadas
Sustainable Food Security: Crop Production,Learn the basics of crop production and find out how to feed the future world population without depleting our planet’s resources!,35367,Self-paced on your time,Wageningen University & Research,Ken Giller-​Harrie Lovenstein-Gerrie van de Ven,Intermediate,Biology & Life Sciences,English,English,6–8 hours per week,6 Weeks,49,"Crop production: learn about agriculture and food production for the futureHow much food will be available for humankind in the future? Feeding nine billion people in 2050 without exhausting the planetary reserves is perhaps the greatest challenge humanity has ever faced.In this course of the XSeries in environmental studies, you will examine the principles of crop production. You will learn about the ‘availability pillar’ of global food security that lies at the heart of food production, applicable to both crops and animal production. This course will discuss why yields in some parts of the world are lagging behind and identify the agro-ecological drivers that shape the broad diversity of production systems. Also, key issues relating to the closing of yield gaps and the difference in visions of sustainability will be explored.Systems-based approach at Wageningen UniversityThe University of Wageningen offers an excellent combination of conducting research worldwide and educating in the area of ‘healthy food and living environment’. Through its unique systems-based approach to food systems, the institute adds the phase of primary production to the broad context of global food security.This is why you should sign upIf you want to enrich your views and action perspectives related to global food security and food systems, you can sign up as a:After successful completion of both practice and graded questions related to this course, you will:A verified edX certificate provides proof for an employer, school, or other institution that you have successfully completed this online course.In this course, you will learn about crop production from professor Ken E. Giller: ","Week 1: Introduction
This first week we are setting the scene for the global food situation today and projected demand and supply options tomorrow. Covering the four pillars of global food systems, we will zoom in on availability issues, and more in particular on crop production, as central theme of this course. Photosynthesis plays a key role in this process, turning solar light into food, which fuels mankind. Analogously to physical principles applied in building houses, you’ll be acquainted to the bio-physical principles in growing crops. Week 2: Potential production
Potential production is the simplest representation of crop growth, defined by the crop's genetic potential and the ambient growth factors radiation, temperature and carbon dioxide concentration in the air. Under perfect crop management, with no limitation of water and nutrients, and a weed, pathogen and pest free environment, crops reach their potential production. This week focuses on the conversion of carbon dioxide into plant biomass as powered by solar radiation, with temperature as modifying factor. Based on variation in solar radiation and temperature around the globe, you’ll be able to calculate potential crop yields for different locations. Week 3: Water limited production
In the process of fixing carbon dioxide from the air into biomass, crops inevitably lose water by transpiration. When transpired water from the leaf surface is not adequately replenished through water uptake by the roots, crop production becomes water-limited, resulting in lower yields. Accounting for the evaporative demand of the air and water availability to the crop, water-limited production can be assessed. Conversely, to reach potential yield, you may determine the amount of water required through irrigation, as a yield increasing measure. Week 4: Nutrient limited production
In addition to water, nutrients are essential to crop production to support physiological processes, like photosynthesis. Various nutrients are absorbed from the soil by the roots. When nutrient availability falls short, production becomes nutrient-limited. In that situation nutrient application by manure or artificial fertilizers is a yield increasing measure.. Week 5: Actual production
Actual crop production refers a situation where production is further reduced by effects of weed, pests (insects, mites, nematodes, rodents, and birds), diseases (fungi, bacteria, viruses) and/or pollutants. This introduces an extra level of complexity in plant production. In spite of intensive crop protection measures in some parts of the world, the actual production is the common production situation for the majority of the world's agricultural production systems. We will look at how weeds, and pests and diseases affect crop yields and what measures can be taken to prevent losses. Week 6: Synthesis
Having tackled the three distinguished production situations separately in the previous weeks, we now come back to complete the diagram reflecting the 'principles of production ecology'. Hopefully, it means more to you now and you can use it in analysing the impact of genetics, environment and management on crop yields, as will be discussed in this synopsis.",https://www.edx.org/course/sustainable-food-security-crop-production
Data Structures Fundamentals,This course is part of a MicroMasters® Program,42381,Self-paced on your time,"The University of California, San Diego",Daniel Kane-Alexander S. Kulikov-Michael Levin-Neil Rhodes,Intermediate,Computer Science,English,English,8–10 hours per week,6 Weeks,99,"A good algorithm usually comes together with a set of good data structures that allow the algorithm to manipulate the data efficiently. In this course, part of the Algorithms and Data Structures MicroMasters program, we consider the common data structures that are used in various computational problems. You will learn how these data structures are implemented in different programming languages and will practice implementing them in our programming assignments. This will help you to understand what is going on inside a particular built-in implementation of a data structure and what to expect from it. You will also learn typical use cases for these data structures.A few examples of questions that we are going to cover in this course are:We look forward to seeing you in this course! We know it will make you a better programmer.","Module 1: Basic Data Structures In this module, you will learn about the basic data structures used throughout the rest of this course. We start this module by looking in detail at the fundamental building blocks: arrays and linked lists. From there, we build up two important data structures: stacks and queues. Next, we look at trees: examples of how they’re used in Computer Science, how they’re implemented, and the various ways they can be traversed. Once you’ve completed this module, you will be able to implement any of these data structures, as well as have a solid understanding of the costs of the operations, as well as the tradeoffs involved in using each data structure.Module 2: Dynamic Arrays and Amortized Analysis In this module, we discuss Dynamic Arrays: a way of using arrays when it is unknown ahead-of-time how many elements will be needed. Here, we also discuss amortized analysis: a method of determining the amortized cost of an operation over a sequence of operations. Amortized analysis is very often used to analyse performance of algorithms when the straightforward analysis produces unsatisfactory results, but amortized analysis helps to show that the algorithm is actually efficient. It is used both for Dynamic Arrays analysis and will also be used in the end of this course to analyze Splay trees.Module 3: Priority Queues and Disjoint Set Union We start this module by considering priority queues which are used to efficiently schedule jobs, either in the context of a computer operating system or in real life, to sort huge files, which is the most important building block for any Big Data processing algorithm, and to efficiently compute shortest paths in graphs, which is a topic we will cover in our next course. For this reason, priority queues have built-in implementations in many programming languages, including C++, Java, and Python. We will see that these implementations are based on a beautiful idea of storing a complete binary tree in an array that allows to implement all priority queue methods in just few lines of code. We will then switch to disjoint sets data structure that is used, for example, in dynamic graph connectivity and image processing. We will see again how simple and natural ideas lead to an implementation that is both easy to code and very efficient. By completing this module, you will be able to implement both these data structures efficiently from scratch.Modules 4 and 5: Hash Tables In this module you will learn about very powerful and widely used technique called hashing. Its applications include implementation of programming languages, file systems, pattern search, distributed key-value storage and many more. You will learn how to implement data structures to store and modify sets of objects and mappings from one type of objects to another one. You will see that naive implementations either consume huge amount of memory or are slow, and then you will learn to implement hash tables that use linear memory and work in O(1) on average!Module 6: Binary Search Trees In this module we study binary search trees, which are a data structure for doing searches on dynamically changing ordered sets. You will learn about many of the difficulties in accomplishing this task and the ways in which we can overcome them. In order to do this you will need to learn the basic structure of binary search trees, how to insert and delete without destroying this structure, and how to ensure that the tree remains balanced.",https://www.edx.org/course/data-structures-fundamentals
Introducción a la robótica e industria 4.0,"Aprende sobre el apasionante mundo de la robótica, su creciente aplicación y su impacto en la automatización para las industrias 4.0.",7056,Self-paced on your time,Universidades Anáhuac,Luis Alberto Muñoz Ubando-David Alberto Sansores Peraza-Daniel Alejandro Sansores Peraza,Introductory,Computer Science,Español,Español,4–5 hours per week,3 Weeks,49,"El elemento que ha transformado fuertemente el entorno social, la industria y la manera en la que se entregan los productos y servicios son los Robots. Para la automatización de tareas ya no se requiere que los robots se encuentren formados de elementos mecánicos. Una nueva generación de robots (bots) ha permitido automatizar tareas más abstractas relacionadas con la atención a usuarios, análisis de datos y la comunicación.A lo largo de los 5 módulos de este curso, comprenderás los fundamentos básicos de la robótica. Aplicarás técnicas de programación para la configuración y manipulación de robots físicos. Crearás bots para la recopilación y análisis de datos y de sentimientos. Para poder identificar cual es el impacto de la robótica en la industria 4.0.Aprenderás como construir y diseñar robots físicos y bots, para la recolección y análisis de datos, la interacción con los clientes y la automatización de procesos productivos.",Módulo 1: Historia y conceptos básicos de robótica e industria 4.0.Módulo 2: Principios y Elementos lógicos y físicos de un robot.Módulo 3: Elementos de programación de un robot físico.Módulo 4: Bots para la industria 4.0.Módulo 5: Robótica en la innovación de la industria 4.0.,https://www.edx.org/course/introduccion-a-la-robotica-y-sistemas-para-la-indu
Comunicación estratégica: gestión de crisis e imagen pública,Aprende a identificar y solucionar diferentes tipos de crisis por medio de la comunicación estratégica.,7017,Self-paced on your time,Pontificia Universidad Javeriana,Andrés Ricardo Quintero,Introductory,Communication,Español,Español,2–4 hours per week,4 Weeks,49,"Una crisis genera un gran impacto en la imagen y afecta la reputación de instituciones y personas, su carácter intempestivo demanda una gestión estratégico y oportuna que permita erradicar o mitigar sus efectos. En este curso en línea aprenderás cómo identificarla, prevenirla o gestionarla, mediante estrategias de comunicación enfocadas en la imagen pública a partir del estudio de casos prácticos. Este curso de comunicación es una introducción al manejo de crisis que no requiere conocimientos previos. Únete a la comunicación estratégica que aportará grandes beneficios a tu organización y a tu vida.",Tema 1: Gestión de crisis y su relación con la imagen Subtema 1: La importancia de la imagen pública Subtema 2: Algunos fenómenos de crisis en la nueva era de comunicación Tema 2: Crisis Subtema 1: Noción y Prevención Subtema 2: Reconocimiento y diagnóstico Morfología tripartita de una crisis Morfología comunicacional Morfología de causa Subtema 3: Estadios de una crisis Etapas de una crisis Tema 3: Manejo de crisis Subtema 1: Principios de crisis Principios de la comunicación en crisis Subtema 2: Comunicación de crisis ,https://www.edx.org/course/comunicacion-estrategica-gestion-de-crisis-e-image
"Understanding Agribusiness, Value Chains, and Consumers in Global Food Systems","Learn about the dynamic business of food and agriculture, exploring value chain thinking and the role consumers play in our rapidly evolving food systems.",14052,Self-paced on your time,University of Adelaide,Professor Wendy Umberger-Elizabeth Gunner-Craig Johns-Dr. Alexandra Peralta,Intermediate,Business & Management,English,English,2–3 hours per week,4 Weeks,199,"Agribusiness is at the core of most economies around the world. The business of feeding peopleremains both complex and extremely important. According to the World Bank, food and agribusiness is a US $5 trillion industry that represents 10 percent of global consumer spending. In a global food system impacted by growing populations, economic growth, globalization, climate challenges, disruptive technologies, and evolving consumer demands, we must find smarter ways to produce food and to operate food businesses. Guided bythe team at The Centre for Global Food and Resources, this course will introduce the concepts at the heart of agribusiness; including value chain thinking, the dynamics of markets, and the changing nature of consumer behavior. You will learn what it is that sets agribusiness apart from other business sectors and the difference between supply chain and value chain thinking. You will gain an understanding of food markets and the distinctive factors that influence them. There will be a focus on the role that consumers play in the value chain - why they make the food choices they do and what changing food demand means for agribusiness. This course will showcase Australian agribusinesses, providing genuine insights into the concepts discussed. In an increasingly complex sector, this course will help you think differently about the challenges and the opportunities that lie ahead for agribusiness.","Section 1:Global food systems and value chains
In this section, you'll learn how to recognise the characteristics of global food systems;identify the variables impacting global food systems;identify value chain thinking and how it differs from supply chain thinking;identify the role that external factors (for example, population and income growth, globalisation, climate change, technology and international trade) play on global food systems, agribusiness and value chains; andidentify the actors in, and characteristics of, value chains, demonstrated with the building of a value chain model. Section 2: Agribusiness market dynamics
In this section of the course, you'll learn how torecognise the characteristics of agri-food markets, what influences their supply and demand, and what sets them apart from other markets;identify the role that external factors, such as population and income growth, globalisation, climate change, technology and international trade, play on agri-food markets;interpret the key elements of supply and demand; andrecognise the basic characteristics of supply and demand curves. Section 3: The role of the consumer
In this section of the course, you'll learn how torecognise the role the consumer plays in the food system, markets and value chains;recognise the consumer characteristics, trends and behaviours that influence value chains; andrecognise some of the techniques used in market and consumer research to better understand consumer behaviour. Section 4: Your next steps
In this section you will gain additional insights into how you can apply your new skills and knowledge in the agribusiness sector, and what your possible next steps might be if you wish to further your study in this area. Course end: December 31, 2018 at00:00 UTC.",https://www.edx.org/course/understanding-agribusiness-value-chains-and-consum
Human Rights Defenders,"Human rights defenders have the courage to stand up against injustice. Learn about their stories, struggles and successes. Explore how defenders mitigate risk, take action to defend human rights, and how you can use your voice to join the fight, too.",27338,Self-paced on your time,Amnesty International,Amnesty International,Introductory,Social Sciences,English,English,4–5 hours per week,4 Weeks,49,"Human rights defenders are people who have the courage to stand up against injustice. In this online course, you will follow their stories, learn how they mitigate risks and explore the creative ways they use to speak up. You will find out what drives them to take action, witness what defenders can achieve and discover how you can use your voice to defend your rights and those of others. Together we'll explore: You will be challenged to take part in discussions with other course participants, reflect on human rights issues you care about, and create a practical toolkit that serves as a personal guide to defending human rights. This is Amnesty International's third Massive Open Online Course. Be prepared for active learning, connecting with course participants from across the world and to become part of a global community dedicated to taking action to defend human rights everywhere. This course is also available in Spanish, French, and Arabic.","Module 1: Human Rights DefendersIntroduction to the human rights defender; this module covers their abilities, the diverse situations they are involved in, the risks they face, and why they are important in society today. At the end of the module you will be able to: Module 2: The Importance of Speaking Up for Human RightsThis module looks into how human rights defenders use their voices to speak out against injustice despite the many risks. Delve into cases from around the world where defenders have spoken out, and obtain practical ideas on how you can take action. At the end of the module you will be able to: Module 3: When Human Rights Defenders Work TogetherExplore what happens when defenders use their strengths to work together. In this section you'll develop an understanding of how defenders organize, mitigate the risks associated with peaceful assembly, and move the needle on injustices in their countries. At the end of the module you will be able to: Module 4: The Right to Defend Human RightsIntroduction to the international, regional, and national mechanisms that are in place to protect human rights defenders. See how nations have responded to human rights issues, and create a plan to effectively voice your concerns to local officials. At the end of the module you will be able to: ",https://www.edx.org/course/human-rights-defenders-2
Product Design: The Delft Design Approach,Learn to design meaningful products and services in this introductory design course.,87539,Self-paced on your time,Delft University of Technology,Annemiek van Boeijen-Jaap J.J. Daalhuizen,Intermediate,Business & Management,English,English,6–8 hours per week,7 Weeks,79,"Do you want to learn how to design? Using the Delft Design Approach, you will learn how to use a number of key design methods to create meaningful products and services.This course is an introduction to the Delft Design Approach offering a model and a set of signature methods from Delft to teach you how to get from understanding the user in context to defining a meaningful design challenge and - in the end - deliver a great design! The course challenges you to experience the design process yourself and reflect on your work with the help of students and excellent teaching staff from Delft, and industrial experts.No previous knowledge of design methods is required, yet some experience with designing (something) is helpful. This course has been awarded with the 2015 Open Education Award for Excellence in the category 'Open MOOC' by the Open Education Consortium.","This course is self-paced and structured along 6 steps. Most steps can be done in about a week, except for step 5 which might take two weeks). The course is then structured as follows: Step 1: Understanding meaning in design
​•How do the things around us attain their meaning?
​•How and why do we design meaningful things? Step 2: Understanding the context of use
• How and why do we gain empathic understanding of the users we design for?
• How do we derive insights to inspire the design process? Step 3: Defining a design challenge
• How do we identify the key design problem when we look at the user's current situation?
• How do we define a meaningful design challenge that will drive the creative phases of design? Step 4: Generating ideas
• How do we generate ideas?
• How do we filter promising ideas? Step 5: Developing concepts (Optional EXTRA: Prototyping Concept)
• What is a design concept and how do we develop a concept?
• What role does sketching have in developing concepts?
• How do we evaluate concepts and decide between them? Step 6: Testing with user & final presentation (Optional EXTRA: Testing Prototype of Concept)
• How do we test key qualities of a concept?
• How do we present a concept?",https://www.edx.org/course/product-design-the-delft-design-approach
Circuits and Electronics 3: Applications,"Learn about cool applications, op-amps and filters in the design of microchips used in smartphones, self-driving cars, computers, and the internet.",9347,Self-paced on your time,Massachusetts Institute of Technology,Anant Agarwal-Gerald Sussman-Piotr Mitros-Chris Terman,Intermediate,Electronics,English,"English, 中文",8–10 hours per week,7 Weeks,169,"Want to learn how your radio works? Wondering how to implement filters using resistors, inductors, and capacitors? Wondering what are some other applications of RLC and CMOS circuits? This free circuits course, taught by edX CEO and MIT Professor Anant Agarwal and MIT colleagues, is for you. The third and final online Circuits and Electronics courses is taken by all MIT Electrical Engineering and Computer Science (EECS) majors. Topics covered include: dynamics of capacitor, inductor and resistor networks; design in the time and frequency domains; op-amps, and analog and digital circuits and applications. Design and lab exercises are also significant components of the course. Weekly coursework includes interactive video sequences, readings from the textbook, homework, online laboratories, and optional tutorials. The course will also have a final exam. This is a self-paced course, so there are no weekly deadlines. However, all assignments are due when the course ends.","Week 1: Second-order circuits, damping in second-order systems Week 2: Sinusoidal steady state analysis, frequency response, frequency response plots, impedance methods Week 3: Filters, quality factor, time and frequency domain responses Week 4: Op-amp abstraction, negative feedback, Op-amp amplifiers, Op-amp filters and other circuits Week 5: Stability, positive feedback, oscillators, energy and power Week 6: CMOS digital logic, breaking, the abstraction barrier",https://www.edx.org/course/circuits-and-electronics-3-applications-2
Le management,Ce cours de management s’adresse à celles et ceux qui sont à la recherche d’une meilleure compréhension des théories et des pratiques du management.,6273,Self-paced on your time,HEC Montréal,Gilles Cazabon,Introductory,Business & Management,Français,Français,2–3 hours per week,5 Weeks,149,"Véritable phénomène de société, le management couvre un territoire immense. Borné d’un côté par des théories aussi foisonnantes qu’hétéroclites et de l’autre par des pratiques indéfiniment variées, le territoire du management est d’une richesse inouïe. Cela dit, le management contemporain reste encore à inventer. Pour y parvenir, le gestionnaire d’aujourd’hui peut puiser dans l’histoire des théories du management. Il y trouvera toute une variété de solutions pratiques et de regards interprétatifs. Mais parce qu’il n’existe pas une telle chose qu’une théorie parfaite, le gestionnaire ne dispose que de solutions partielles et incomplètes. Surtout, sa pratique concrète doit nécessairement osciller entre deux pôles complémentaires. D’un côté, il doit faire preuve d’efficacité et pour y parvenir, il dispose d’un grand nombre de techniques administratives et de règles de gestion qui le conduisent alors à penser l’organisation en termes juridiques, stratégiques, structurels et opérationnels. De l’autre, il ne peut pas se contenter d’être un technicien qui ne viserait que l’efficacité formelle; il doit aussi être profondément humain et inscrire son action dans le tissu social d’une organisation et du coup entrevoir ses dimensions politiques, symboliques, psychologiques et cognitives. Ce cours de management s’adresse à celles et ceux qui sont à la recherche d’une meilleure compréhension des théories et des pratiques du management. Il fait une large place aux exemples tirés de la pratique et se réfère autant aux théoriciens qu’aux praticiens. Ce cours propose de regarder le management à travers trois regards complémentaires : Les adeptes du management au sens technique se limitent au premier; les adeptes du leadership ne jurent que par le deuxième et, malgré la fascination que la nouveauté exerce dans l’univers de la gestion, la tradition persiste dans bien des organisations. Pourtant, le gestionnaire est toujours, d’une certaine manière, confronté à ces trois logiques. Inventer le management contemporain pour répondre aux défis des Temps présents consiste à combiner de manière originale ces trois logiques.Au terme de cette formation, l’apprenant devrait être en mesure de : ","Ce cours de Management est une introduction au fondement des spécialités de gestion. Il a pour but d'initier à ce qui représente l’ancrage du métier de gestionnaire : Vous apprendrez que ces trois logiques supportent : Vous comprendrez alors que, de cette manière, le gestionnaire peut exercer son métier : Le cours est organisé selon les six modules suivants : ",https://www.edx.org/course/le-management
